,text,title
185,"✔ 상가 • 사무실 • 공유오피스 1위 앱

이제 힘들게 발품팔지 말고 '네모'에서 다양한 매물을 확인하세요.
대박 나는 상가 매물 여기! '네모'에서 구해보세요!
프랜차이즈도 이제 '네모'에서 비교분석하세요!





스마트폰으로도 언제, 어디서든지
손쉽게 매물등록이 가능하다구요!


지역, 지하철역, 평수, 월세, 전세 등
다양한 조건으로 나만의 맞춤 검색이 가능하다구요!


상권 분석으로 딱 맞는 매물 구할 수 있다구요!


국내 5600여개의 모든 프랜차이즈를
한눈에 비교 분석할 수 있다구요!


간단한 터치로 개인 매물을 등록하고,
유저간 직거래가 가능하다구요!


개인정보 노출 없이 네모앱의 ‘톡’기능으로만
중개사와 대화가 가능하다구요!







◌ 위치 : 지도에서 현재 위치를 찾기 위해 필요한 권한입니다.
◌ 카메라: 카메라로 사진을 찍어서 바로 업로드하기 위해 필요한 권한입니다.
◌ SMS : 회원가입 시 문자로 수신 받은 인증번호를 자동으로 인식하기 위해 필요한 권한입니다.
◌ 스마트폰 : 회원가입을 위한 전화번호 인증과 전화 매물 문의를 위해 필요한 권한입니다.
◌ 저장공간 : 앨범에 저장된 사진을 바로 업로드하기 위해 필요한 권한입니다.




홈페이지:
페이스북:




이메일: help@sugarhill.co.kr
전화: 02-2677-1222



자세히 알아보기",네모
186,"대한민국 가장 아름다운 도시 울산
그에 걸맞는 버스 노선, 실시간 정보 어플


*울산 버스 경로, 버스 노선도 제공
*울산 실시간 버스 위치
*울산 실시간 버스정류장 도착 정보
*울산 버스 실시간 노선 정보


지원 기능
- 울산 버스 노선, 경로 실시간 위치 정보
- 울산 버스 정류장 실시간 도착 정보
- 자주 타는 버스 즐겨찾기
- 검색기록

울산버스 노선 경로 및 정류소의 도착 정보등을 제공합니다.

==================================================
실시간 도착 정보는 울산시로부터 제공되는 공공데이터이며, 해당 서버 상황에 따라 오차가 발생하거나 제공되지 않을 수 있습니다.
==================================================
----
자세히 알아보기",울산 버스 - 실시간 버스 도착 시간
187,"영화/뮤지컬/연극/콘서트 등의 작품을 관람 전후에 스케쥴 관리와
후기/정보 들을 간편하게 기록으로 남길 수 있는
티켓북 스타일의 문화생활 전용 앱입니다.

===================================
사용법 및 기능 안내
===================================

[캘린더]

1.새로운 티켓 등록
캘린더에서 원하는 날짜를 선택하시면 바로 등록가능합니다.
동일한 날짜에 여러장의 티켓을 추가하고 싶으시면 화면 우측 상단 티켓추가 아이콘을 터치하시면 날짜를 직접 지정해서 티켓을 등록 하실 수 있습니다.

2. 캘린더 이동
원하는 달력으로 바로 이동하고 싶으시면 캘리더 화면 상단의 현재년.월을 터치하세요!
원하는 년.월 선택을 하시면 바로 이동하실 수 있습니다.
이전/다음달로 이동은 캘린더를 위/아래로 스크롤(스와이프) 해보세요!

3. 티켓 사진 선택 방법
티켓을 등록하려면 먼저 포스터를 선택해야합니다.
PL@Y에서는 2가지 방법으로 사진을 선택할 수 있습니다.
앨범에 저장된 사진 중 하나를 선택하거나 번거롭게 브라우저를 돌아다닐 필요 없이
앱 내에서 바로 인터넷에 있는 이미지를 검색해서 선택할 수 있습니다.

[알림]
- 준비중 입니다.

[실시간 백업]
티켓을 등록하시는 즉시 구글이 제공하는 안전한 서버에 저장됩니다.
간단히 이메일 또는 페이스북 아이디만 있으시면 어느 곳에서나 휴대전화를 변경해도
소중한 정보를 잊어버릴 걱정이 없어집니다

[통계]
- 준비중 입니다.

[목록]
캘린더 모양이 아닌 타일 모양의 화면으로 등록하신 티켓을 보실 수 있습니다.
관람 시간 순서대로 정렬된 아름다운 목록 화면을 만나보세요
화면 상단의 검색창을 활용하여 원하시는 제목으로 검색을 하실 수 있습니다.
----
개발자 연락처 :
문의메일 : master@entusapps.com
자세히 알아보기",PL@Y2( 플레이앱 )
188,"‘당뇨병 학회 영양 가이드’ 애플리케이션(이하 앱)은 당뇨병 환자 및 당뇨병발생 고위험군을 대상으로 올바른 식사 계획 및 건강한 식생활 습관을 통해 당뇨병을 개선시키는데 도움을 드리고자 개발하게 되었습니다.
본 앱은 당뇨병학회 전문가들이 다양한 임상경험과 당뇨병 임상영양치료의 근거를 중심으로 실생활에서 올바르게 활용할 수 있는 유익한 정보들을 제공하고자 합니다.
섭취한 식사를 기록해봄으로써 문제되는 식사에 대한 평가와 적절한 식사 가이드를 제공받게 되고, 계절별 대표 추천 식단을 통해 쉽게 식사를 계획해 볼 수 있습니다. 그 밖에 혈당 수치를 기록하면 그래프로 보여줌으로써 식사와 혈당의 패턴을 관찰하고 당뇨병 자가관리를 잘 할 수 있도록 도와줍니다.
당뇨인의 식사요법은 특정한 음식을 제한하는 것이 아니라 정상적인 활동을 하면서 적절한 체중을 유지할 수 있도록, '알맞은' 열량을 각 영양소 별로 '골고루' 섭취하여 이를 통해 혈당과 혈중 지질 농도, 혈압을 정상수준으로 유지하는 것입니다. 과식과 편식을 피하고 일정한 시간에 '규칙적으로' 식사를 하는 것이 중요합니다. -나에게 알맞은 양으로 식사를 하기 위해서는
‘내 정보’ 페이지에 키와 체중, 활동량을 입력하면 하루 필요한 양을 알 수 있습니다.
-골고루 먹기 위해서는,
곡류(밥, 빵, 국수 등), 어육류(고기, 생선 등), 채소류 및 우유 및 과일을 골고루 구성하여 식사합니다. ‘먹은 식단 (먹을 식단)’ 메뉴를 이용하면 쉽게 차릴 수 있습니다.
-규칙적으로 식사하기 위해서는
식사와 식사 사이 간격을 일정하게 유지하며 늦게 섭취하지 않도록 합니다.

그러나 “본 내용은 참고자료이며, 본인에 맞는 적절한 진단 및 치료, 구체적인 식사 계획 설립을 위해서는 의사 및 임상영양사와 상담하시기 바랍니다. 본 콘텐츠의 저작권은 제공처에 있으며, 이를 무단 이용하는 경우 저작권법 등에 따라 법적 책임을 질 수 있습니다”
자세히 알아보기",당밥(DangBob)
189,강원도의 여러가지 축제 및 레포츠 숙소 맛집 등등을 쉽게 검색 및 나만의 리스트로 만들어 관리 할 수 있는 앱입니다.,놀깡
190,부산 공공데이터를 활용한 착한업소 찾기,착한업소
191,"국외 관광객이 어플 내에서 바로 가이드를 고용하도록 도와준다
관광객 이용자는 Tour Api 서버상 관광지를 추천받고 관심있는 관광지를 투어 한다
가이드는 관광객을 투어 서비스를 제공하고 수고비를 받는다 (신용카드 결제)

강철민 씀
임규산 확인

***이 어플리케이션은 한국 관광API를 사용하고 있습니다.
자세히 알아보기",TipTourGuide
192,"재테크 1위 역시 부동산,
""언제 분양했었지??""라며 후회하지 마시고 이젠 그때 그때 선택해보세요~
분양알리미는 매일아침 오늘의 분양정보를 청약일 기준으로 알려줍니다.
나도 모르게 지나쳐버린 알짜베기 아파트 청약.
이젠 분양알리미로 절대 놓히지 마세요~

매일아침 9시 오늘의 분양정보를 분석된 정보와 함께 알려드립니다.
부동산 분양정보를 활용하셔서, 많은 사람이 주목하는 돈 되는 청약에 빠지지 말고 챙겨가세요.
부자되세요~~~

주요기능
- 아파트 분양정보 알림 기능
- 분양아파트 정보 분석
- 청약경쟁률 정보
- 분양공고 일자별/지역별 검색
- 분양아파트 별 청약 투자가치 분석
- 분양 당첨자 명단 공고 및 실시간 업데이트
- 오늘의 분양정보 / 분양공고 / 분양가 정보
- 부동산 청약 시작일/종료일 알림
- 미분양권 정보
- 국민임대분양정보 / 공공임대 /장기전세/민간분양/공공분양 목록 제공
- 분양공고, 임대분양정보, 10년장기임대, 부동산 분양정보
- 분양권전매 예약, 분양권매매, 아파트 분양, 분양임대청약
- 분양권매수/매도 관심 신청 기능 지원
- 일별 / 지역별 알림 설정
- 분양권 미 계약분에 대한 잔여세대 알림지원
- 행복주택 아파트 분양정보 알림기능
- 주요신도시(동탄2기, 위례, 미사강변, 광교, 분당)별 선택정보 확인 기능
- 분양 아파트 별 세부정보 옵션으로 네이버부동산 바로가기 제공
- 빅데이터 분양관심도 분석 정보 제공
(* 빅데이터 분양관심도 분석은 인근지역 실제 아파트 실거래가와 소셜에서의 국민 청약 관심도를
여러각도로 세밀 분석한 후 종합 표준점수를 산출하여 계산됩니다.)


분양알리미는 분양정보에 대한 통합정보를 실시간으로 지원하고 있습니다. 일반 민간분양정보외에 국민임대, 공공임대, 장기전세를 포함한 모든 분양정보를 통합 제공 및 알림 기능을 통해 쉽게 받아 보실 수 있도록 지원합니다. 부동산 재테크나 부동산 투자를 희망하는 모든 분들에게 유용한 앱이 되도록 언제나 최선을 다하겠습니다. 많은 이용부탁드리겠습니다.
자세히 알아보기",부동산 분양 알림서비스
193,"국방부에서 제공되는 TMO 정보를 이용하여 제작
TMO 혜택을 받을 수 있는 역의 정보와 간단한 위치설명 제공",KoreaTMO
194,"#에쿼티 기업정보 소개

""에쿼티 기업정보""는 증권시장에서 거래되는 약 2,000개에 달하는 모든 기업에 대한 정보를 제공합니다. 사용자는 업종별 또는 기업별 검색기능을 통하여 원하는 기업에 대한 정보를 손쉽게 취득할 수 있습니다.

# 기능안내

* 종목검색
- 종목명 혹은 종목코드로 기업을 검색할 수 있습니다.

* 기업개요
- 설립일/주소/연락처/매출구성/주요주주 등의 기본적인 기업정보부터 PER, PBR과 같은 주가지표, 최근 1년 최고가와 최저가 및 최근일 종가 그리고 시가총액 등의 정보를 제공합니다. 특히 PER은 추정실적을 기반으로 도출된 값을 제공함으로써 개별 기업에 대한 주가 수준을 파악하는데 유용합니다.

* 재무정보 및 추정실적
- 기업의 분기/결산별 실적을 확인할 수 있으며, 애널리스트들이 발표하는 추정실적과 비교가 가능합니다.

* 증권사 리포트 보기
- 애널리스트들이 증권사를 통해 발표하는 기업분석 리포트를 해당 기업 검색 시에 함께 살펴볼 수 있습니다.

* 산업별 검색
- 통계청 표준산업분류표에 따른 산업별 분류와 이에 속하는 기업을 한눈에 파악하고 비교가 가능합니다.

* 관심 종목 설정
- 관심 있는 기업을 저장하여, 실적 및 리포트를 손쉽게 확인할 수 있습니다.

* 신규상장회사
- 새로 상장되는 회사의 분석보고서를 확인할 수 있습니다.
자세히 알아보기",에쿼티 기업정보
195,"- 대전시청에서 제공하는 공공API를 이용하여 제작.
- 메뉴가 많지 않고 정말 심플한 디자인과 간단한 조회방법.
- 검사일 정보 일련번호, 검사기간 시작일, 검사기간 종료일 조회.
- 대전시에 등록된 차량에 한해 조회 가능..",대전 자동차 검사일
196,"'Nexus생활표준'은 지식경제부 기술표준원 주최,KCC 정보통신 주관 '기술표준 앱 공모전' 출품작입니다.


본 앱은 지식경제부 기술표준원에서 제공하는 오픈API를 기반으로 개발된 앱으로 생활속표준 정보를 제공합니다.

*정보 분류

- 공공안내그림표지
비상구, 위험, 화장실 등 공공 그림표지에 대한 정보를 열람할 수 있습니다.

- 한국인 인체치수
인체측정 방법 및 나의 체형을 알아볼 수 있고, 한국인 표준 인체치수정보를 열람할 수 있습니다.

- 색채표준정보
공공디자인 색채표준가이드’에 따른 표준색이름 및 관용색이름 공공시설물, 국가상징물에서 사용하는 관용색채등에 대한 정보를 열람할 수 있습니다.

- 기술규제제도
시험-인증기관정보, HS코드, IC코드, TBT관련용어사전 등에 대한 정보를 열람할 수 있습니다.

- 리콜정보
안전관리 대상 제품을 구매하기 전에 제품안전 여부를 확인하여 피해를 예방할 수 있고,
리콜 신고 및 등록과 SNS 이용하여 더 나은 서비스를 이용할 수 있습니다.
자세히 알아보기",Nexus생활표준
197,"*************** 앱 설명 ***************
힐링이 필요할땐? ' SHUIM (쉼) '

'SHUIM (쉼)' 은 전라남도에서 운영하는 농어촌체험학습장 82곳을 안내합니다.

답답하고 힘든 직장인분들!! 꽉막힌 도시를 벗어나 확트인 자연을 만끽하고 싶으신가요?

하루종일 책과 씨름하는 학생분들!! 책이아닌 자연과 놀고 싶으신가요?

자식에게는 모든 것을 해주고 싶은 부모님들!! 자식들과 좋은 추억을 만들고 싶으신가요?

몸과 마음이 지치는 요즘! 평범하게 집에서만 휴식을 취하고 계신가요?

그러면 모두 'SHUIM (쉼)'' 을 통해 힐링의 고장 전라남도에 위치한 82곳의 농어촌체험학습장을 찾아가세요!

문화체육관광부에서 발간한 '2015 국민여행 실태조사 보고서'에 의하면 제주 다음으로 체험프로그램 만족도가 가장

높은 점수를 받은 전라남도 그 곳으로 떠나세요!


*************** 주요 기능 ***************

1. 정부 3.0 공공데이터를 이용한 신뢰가는 농어촌체험학습장 목록을 보여드립니다.

2. 각 시군별로 분류되어있으며, 지역, 마을이름, 프로그램 유형 을 검색하여 원하는 정보만을 보여드립니다.

3. 각 마을의 운영프로그램들과 부대시설을 확인할 수 있습니다.

4.' 전화 아이콘' 클릭시 각 마을 대표와의 통화가 가능하여 자세한 상담을 진행할 수 있습니다.

5. '길찾기' 버튼을 클릭시 현재 위치에서 마을까지 가장 빠르고 최적화 된 길을 찾아줍니다.

6. 마을에 대해 더 자세히 알고 싶으시면 '홈페이지 방문' 버튼을 클릭하세요.


*************** 유의 사항 ***************

1. GPS을 켜놓으셔야 길찾기 기능이 가능해집니다.

2. 다음 지도 앱을 설치해놓으면 더 편하게 길을 찾을 수 있습니다.
* 미설치된 경우 자동으로 마켓으로 이동할 수 있습니다.

3. 홈페이지가 미개설된 지역이 있습니다.
자세히 알아보기",전라남도 농어촌체험학습장 앱 SHUIM
198,"여행은 낯섬과의 만남으로부터 시작되어집니다. 같은 시간, 같은 장소에 있는 다른 여행자들과의 만남은 어떤 ‘인연’을 꿈꾸게 만듭니다. 때로는 따듯한 커피 한 잔 하며 얘기하거나 시원한 맥주를 마시며 오늘 있었던 여행을 나눌 수 있는 새로운 친구들을 여행 중에 만나고 싶지 않나요? 먹방투어, 혼자여행하기 싫을 때 ‘Planet With’에서 여행자 매칭을 해보세요! 나만의 여행에 나만의 친구들을 찾아보세요!


1. Planet With 주요기능
편리한 일정 제작하기 ‘Plan it’
간편한 드래그 앤 드롭으로 국내외 여행 명소를 검색하여 자기만의 일정표를 만들어 보세요!
만들어진 여행 스케줄을 다른 여행자들과 공유해 보세요!

2. 전 세계 여행자들과 매칭, ‘With’
현재 나와 같은 시간, 장소에 있는 여행자들을 검색해보세요!
마음에 드는 여행자에게 메시지를 보내보세요!

Planet With에서 다양한 여행자들과 함께 하는 여행을 시작해보세요!
자세히 알아보기",Planetwith
199,"전주시에서 제공하는 공공데이터를 이용해 시민들이 편의를 위해 만들었습니다.
현재 위치를 기준으로 주변의 편의시설들을 알려줍니다.
편의 카테고리에서 주변 병원, 약국, 화장실, 주차장 정보를 알 수 있습니다.
안전 카테고리에서 주변 지구대, CCTV 정보를 알 수 있습니다.",편안한 전주
200,"혼밥, 혼술, 혼행이 사회적 이슈인 지금 SNS를 통해 새로운 사람들과 일정을 공유하여 교류하고 여럿이 어울리고 소통하는 '함께 하기'를 할 수 있는 플랫폼

""2017년 전국벤처기업단체협의회장 표창장 수상""


#혼밥 #혼술 #혼행 #함께하기 #숙소 #일정 #식사 #안전 #만남 #관광 #공유 #원더플랜잇 #욜로라이프 #YOLO #1코노미 #티슈인맥 #Wonder Plan-it #여행
자세히 알아보기",Wonder Plan-it
201,"어린이 공연, 전시, 체험, 캠프 안내.
다양한 정보와 할인된 금액으로 구매 가능.
공연/전시, 창의적 체험활동, 캠프/진로체험, 스파/워터파크, 가족나들이, 키즈파크, 지역공연, 나눔마당.
금주의 특가공연. 뮤지컬, 연극, 전시/체험전, 콘서트/무용/음악회, 지역별 공연, 역사/문화탐방, 교과서 연계체험, 쿠킹클래스, 학교 밖 교과서, 진로/직업체험, 진로/방학캠프, MBC어린이PD, 진로체험 후기, 단체 위탁 교육, 국내여행, 가족체험, 지역축제, 테마파크, 키자니아, 뽀로로파크, AVION, 코코몽 에코파크, 주파크, 극장탐방, 기획전, 초대이벤트, 공연전시정보, 주요공연장, 사진갤러리, 후기게시판
블로그 체험단, 기획전 모음, weekly 이슈, 소극장 공연, 신데렐라 티켓
여행상품
----
개발자 연락처 :
02-3668-9700
자세히 알아보기",쑥쑥 어린이 공연나들이
202,"◎ 부동산은 온동네로 싸게싸게!
- 원룸, 투룸, 쓰리룸, 오피스텔, 빌라, 연립, 아파트, 주택, 상가, 점포
- 월세/전세/매매 내가 찾는 부동산은 다 있다!

◎ 스마트한 검색 방법
- 내주변, 지역, 지하철, 대학교, 매물번호 등 여러가지 방법으로 검색이 가능합니다.

◎ Real 엠블럼을 확인하세요.
- 온동네 검수팀에서 직접 매물의 사실관계를 확인하여 엠블럼을 부착합니다.

◎ 중개요청 기능
- 임대인, 임차인이 일일이 부동산을 방문하지 않고 간단한 매물정보 입력만으로 주변 중개사무소에 중개를 의뢰할 수 있는 기능입니다.

◎ 중개요청 열람 서비스
- 중개사님의 사무소 주변(반경 7.5Km)의 임대인, 임차인이 중개를 요청한 매물정보를 푸쉬로 알림을 받을 수 있으며 열람을 통해 중개를 할 수 있습니다.

◎ 간편 건물대장열람 서비스
- 공공데이터를 활용하여 보다 빠르고 편리하게 유형별 데이터를 조회 할 수 있습니다.

◎ 최저가 등기비용 견적 서비스
- 소유권이전, 전세권설정, 근저당설정 등 전문성을 겸비한 법무사와 할인 제휴를 통해 최고의 법률서비스를 제공하고 있습니다.

◎ 아파트, 빌라 매물도 빵빵하다~
- 원,투,쓰리룸, 오피스텔 뿐만 아니라 아파트, 빌라, 주택 등 다양한 매물!

◎ 주거형 뿐만 아니라 수익형 부동산 까지~
- 상가, 점포 등 다양한 매물!

◎ 필수 접근권한 안내
- 전화 : 중개사에게 연락하기

◎ 선택 접근권한 안내
- 위치 : 지도에서 매물찾기
- 알림 : 온동네 매물 및 이벤트 정보 알림
- 사진/카메라 : 매물광고 및 프로필 사진등록
* 선택적 접근권한의 허용에는 동의하지 않아도 서비스 이용이 가능함

홈페이지 : https://www.ondnbn.com
블로그: http://blog.naver.com/ondnbn
카카오스토리채널 https://story.kakao.com/ch/ondnbn
페이스북 : https://www.facebook.com/ondnbn
트위터 : https://twitter.com/ondnbn
자세히 알아보기",온동네
203,"경매일, 대분류, 중분류, 소분류, 도매시장, 도매법인 등을 선택후 검색 할 수있습니다.

경매일에 존재하는 품목들이 검색됩니다.

농산물, 수산물, 경매가격, 경매가, 경매정보,


가락, 구리, 강서, 원주, 부산엄궁, 청주, 반여, 전주, 대구북부, 익산,인천구월, 정읍, 광주각화, 포항,광주서부, 안동,
대전오정,구미,대전노은, 창원팔용, 수원, 울산, 안양, 창원내서, 안산, 진주 등




자료 : www.okdab.com 옥답
자세히 알아보기",농수산물 경매가격 정보 (품목별)
204,"[ 새로운 기능들 ]
▷ 문자를 읽고, 보내는 것도 말로 할 수 있어요.
- “문자 읽어줘”, “김영미에게 문자 보내줘”
▷ 운전이 더욱 편안하도록 도와드려요.
- “블랙박스 녹화 중지”, “HUD 모드 켜줘”, “지도 확대해줘”

[ 말로 하는 티맵의 주요 기능들 ]
▷ 목적지 설정부터 시작해보세요.
- “인천국제공항 찾아줘”, “집으로 가자”
▷ 드라이빙의 꽃, BGM 설정도 가능해요.
- “신나는 노래 틀어줘”, “멜론 Top 100 들려줘”
▷ 운전 중 전화를 걸거나, 받을 수 있어요.
- “엄마에게 전화해줘”, “전화 연결”, “전화 거절”
▷ 길안내 설정도 쉽고 빠르게 음성으로 해보세요.
- “최소시간 경로로 가줘”, “즐겨찾기 보여줘”
▷ 현재 위치, 예상 시간과 남은 거리 등을 물어보세요.
- “여기가 어디야?”, “얼마나 남았어?”, “전체경로 보여줘”
▷ 티맵 조작도 편리하게 말로 하세요.
- “안심주행 켜줘”, “길안내 종료해줘”
▷ 티맵과 함께라면 심심할 틈이 없죠.
- “뉴스 들려줘”, “오늘 미세먼지 어때?”, “팟캐스트 틀어줘”

[ 더 편리하게 사용하려면 ]
▷ 자동차의 블루투스와 연결되면 사용자의 말을 더 잘 알아 들어요.
▷ ‘아리아’ 또는 ‘팅커벨’을 부르거나, 마이크 버튼을 눌러 대화를 시작하세요.
- 인공지능 NUGU 설정에서 부르는 이름을 선택하실 수 있어요.

[ 주의사항 ]
▷ T map x NUGU 버전은 Android 4.4 이상에서만 사용하실 수 있습니다.
▷ SKT 스마트폰 요금제 이용자는 데이터 요금까지 무료입니다.
(단, 음악, 뉴스, 라디오, 팟캐스트 사용 시에는 데이터 통화료 별도)
▷ KT/LGU+/알뜰폰 이용자는 데이터 통화료가 부과될 수 있습니다.
▷ 전화, 문자 사용 시의 요금은 별도 부과됩니다.
▷ 최초 설치 시 약 30~50MB의 필수 파일 설치가 필요합니다.

T map은 다음 접근 권한들을 사용합니다.

1. 위치(필수) : 위치 파악과 경로 안내
2. 전화(필수) : 사용자 인증, 식별
3. 저장공간(필수) : 지도, 안내음성 저장
4. 마이크(필수) : 음성인식
5. SMS(필수) : 운전 중 SMS를 보내고 받기
6. 주소록(필수) : 음성으로 전화 걸고 받기
7. 카메라(선택) : 블랙박스 기능
8. 다른 앱 위에 그리기(선택) : 다른 앱 위에 길안내 정보 표시
9. 알림 접근(선택) : 길안내에 최적화된 전화 수신모드 제공

선택 접근권한 거부 시에도 해당 기능 외의 서비스는 정상 이용 가능합니다. Android 6.0 버전 미만의 스마트폰에서는 선택적 접근권한 설정이 불가합니다. Android 6.0 이상 버전으로 업데이트를 권고합니다.
자세히 알아보기","T map (티맵,T맵,내비게이션)"
205,"농림축산식품부에 따르면 한 해 평균 유기견 수는 6만마리 이상이라고 합니다.
이렇게 버려지는 동물들은 15일이 지나도록 주인을 만나지 못하면 안락사가 되는데요...
위펫을 통해 유기견을 분양 받아보세요!",위펫
206,"지원 기능
- 노선 실시간 위치 정보
- 정류장 실시간 도착 정보
- 즐겨찾기
- 검색기록

버스노선 및 정류소의 도착 정보등을 제공합니다.

==================================================
실시간 도착 정보는 대전시로부터 제공되는 공공데이터이며, 해당 서버 상황에 따라 오차가 발생하거나 제공되지 않을 수 있습니다.
==================================================
자세히 알아보기",대전버스 - 실시간 버스 도착 정보
207,"< 앱 주요 기능 >
* 심리테스트 - 현재 사용자의 심리 상태에 따른 여행지 추천
* JISTORY 추천 - 동행자별, 계절별 여행 경로 추천
* 여행지 검색 - 한국관광공사에서 제공하는 여행지 정보 검색
* 여행 사진 - 지도상에서 사용자의 여행 사진 검색
* 여행 경로 생성

< 앱 활용법 >
1. 여행 전
- 심리테스트, 여행지 검색 등을 통해 여행지를 위시리스트에 추가한다.
지도상에서 다수의 여행지의 동선을 확인 후 여행 경로를 생성한다.
- JISTORY 추천의 여행 경로를 가져와 여행 경로를 생성한다.

2. 여행 중
- 나의 여행 경로 화면에서 지도 및 여행 경로 정보를 확인한다.
- 여행 사진 등록 및 글을 작성한다.

3. 여행 후
- 나의 여행 경로 화면에서 여행 경로를 PDF로 저장한다.
- 등록한 사진을 SNS에 공유한다.
자세히 알아보기",제주 여행 경로 추천(JISTORY)
208,"[ 주요 기능 ]
● 전용 위젯
- 대기오염, 기상특보, 지진, 해일, 기상지수의 정보가 표시됩니다.

● 환경부/한국환경공단 제공 정보
- 가까운 측정소에서 실측된 대기오염 정보를 볼 수 있습니다.
- 미세먼지, 초미세먼지, 오존, 아황산가스, 일산화탄소, 이산화질소.
- 알림 기능(통합대기환경이 '매우 나쁨'일 때)

● 기상청 제공 정보
- 생활기상지수 (알림 기능 - 위험 이상일 때)
(식중독, 체감온도, 열, 불쾌, 동파가능, 자외선, 대기확산, 더위체감)
- 보건기상지수 (알림 기능 - 위험 이상일 때)
(천식폐질환가능, 뇌졸중가능, 피부질환가능, 꽃가루농도위험(참나무, 소나무, 잡초류), 감기가능)
- 지진, 해일 (발생시 알림 기능 - 주의보, 경보, 속보)
- 기상특보 (발표시 알림 기능 - 지역 설정)

● 국민건강보험공단 예측진료정보조회
- 수요조사 결과에 따라 관심도가 높은 5대 질병에 대한 위험도 및 예측정보 제공
- 5대질병(눈병, 천식, 감기, 피부염, 식중독) 사전 예방을 위한 전국 시도 및 시군구별 질병예측정보

● 다른 사람들에게 공유 혹은 알림
- 중요한 대기오염, 기상지수, 기상특보, 지진, 해일 정보를 공유하거나 알려줄 수 있습니다.

● 기록
- 체중
- 혈압

● 알리미
- 복약
- 진료 (캘린더에 연동)

● 정보
- 의약품
- 건강기능식품

● 위치
- 자동심장충격기
- 응급의료기관
- 달빛어린이병원
- 외상센터
- 병의원
- 약국

[ 정보 출처 ]
1. 공공데이터포털
- 의료정보(의약품, 건강기능식품, 자동심장충격기, 응급의료기관, 달빛어린이병원, 외상센터, 병의원, 약국)
- 예측진료정보
2. 기상청
- 보건기상지수
- 생활기상지수
- 지진, 해일
- 기상특보
(※ 주의 : 제공되는 정보는 경우에 따라서 실제 정보와 다를 수 있고 누락될 수도 있습니다.)
3. 환경부/한국환경공단
- 대기오염정보
(※ 주의 : 제공되는 정보는 실시간 관측된 자료이며 현지사정이나 수신 상태에 의해 차이가 발생할 수 있습니다.)

[ 필수 권한 설명 ]
- 위치 : '내 위치' 를 지도에 표시하고 '내 위치' 를 중심으로 주변의 정보를 검색하기 위해 필요합니다.
----
개발자 연락처 :
+82108557083
자세히 알아보기",가정상비앱
209,"승강기 정보를 한눈에 쉽게 확인할 수 있습니다.

엘리베이터, 에스컬레이터, 휠체어리프트, 덤웨이터

승강기 고유번호를 통해 정보를 검색해 기본적인 정보들을 보기 쉽게 정리했습니다.
또한 도로명 주소와 건물명으로도 승강기를 조회할 수 있습니다.
아이콘을 통해 승강기의 종류를 쉽게 확인할 수 있습니다.

승강기 형식, 설치장소, 종류, 모델, 속력 등을 확인할 수 있습니다.
자세히 알아보기",엘베인포 - 승강기 정보 검색
210,"해외취UP은 월드잡(World Job)에서 제공하는 해외취업, 해외연수, 해외인턴, 해외봉사, 해외창업 정보를 손쉽고 빠르게 확인할 수 있는 애플리케이션입니다.

로그인 및 개인 정보 입력 없이, 편리하게 해외취업 정보를 확인하고, 성공적인 해외취업을 이루어 보세요.

특징 :
- 해외취업, 연수, 인턴, 봉사, 창업 정보를 세분화하여 제공
- 각 대륙별, 직업별로 세분화하여 정보를 볼 수 있는 필터 기능 제공
- 사이트 바로 가기 기능을 통해 해당 공고에 대한 월드잡(World Job) 사이트 바로 이동 기능 제공

* 해외취UP 에서 UP의 의미는 올라가다, 접근하다는 의미로 해외취업으로 성공적으로 나아가길 바라는 의미입니다.

해당 애플리케이션 사용 시 불편한 사항이 있으실 경우 리뷰 및 개발자 메일로 내용을 알려주시면 최대한 빠르게 처리 하도록 하겠습니다.

감사합니다.
자세히 알아보기",해외취UP
211,"여행 중 누구나 꼭 한번! 지나가는 고속도로 휴게소!
고속도로 휴게소 음식, 간식, 편의시설, 입점매장 등 상세하게 설명드립니다.

전국의 모든 고속도로 휴게소 맛집 정보와 유용한 꿀팁 등을 받아보세요.
고속도로 휴게소 맛집 지도와 꿀팁정보까지~
여러분 고속도로 휴게소 주유값이 더 싸다는걸 아셨나요?!
내가 가는 노선별 휴게소 유가정보를 미리 알아보세요.

[휴플 소개]
▶ 전국 휴게소 맛집 지도를 한눈에 확인
▶ 매번 사먹지만 손해보는 느낌의 휴게소 음식!
휴플이 추천해주는 휴게소별 추천메뉴!
▶ 고속도로 휴게소 상세정보 제공 (편의시설, 입점매장, 이벤트 등)
▶ 고속도로 휴게소별 소비자 리뷰를 통해 객관적인 정보제공
▶ 휴게소 유가정보 제공을
▶ 휴게소별 이벤트 및 공지사항 제공
▶ 휴게소별 프로모션 (업데이트 준비 중)

[휴플 공식 SNS]
- 페이스북 https://www.facebook.com/hupplekorea
- 인스타그램
https://www.instagram.com/hupplekorea/

- 고속도로 휴게소에서 겪으셨던 불편사항, 일화 등 제보 환영!
- 고속도로 휴게소 맛집 지도

[휴플 홈페이지]
- www.hupple.net
개발자 : 주식회사 홍카(HongCa)
개발자 이메일 : hong_ca@naver.com
자세히 알아보기",휴플(Hupple)
